Name,Category,Website,Address,Suburb,Postcode,Telephone Phone,Latitude,Longitude
Ipswich Art Gallery Art Performances,Theatre and Arts,http://www.ipswichartgallery.qld.gov.au,D'Arcy Doyle Pl,IPSWICH,4305,(07) 3810 7222,-27.614254,152.759069
Ipswich Art Gallery Art Workshops,Theatre and Arts,http://www.ipswichartgallery.qld.gov.au,D'Arcy Doyle Pl,IPSWICH,4305,(07) 3810 7222,-27.614254,152.759069
Ipswich Turf Club,Sport and Recreation,http://www.ipswichturfclub.com.au/,219 Brisbane Rd,BUNDAMBA,4304,(07) 3282 1500,-27.615315,152.80437
Isis War Memorial Pool,Health and Fitness,http://www.bundaberg.qld.gov.au,77 Churchill St,CHILDERS,4660,(07) 4126 1437,-25.236116,152.276538
James Cook Museum,Tourist Attraction,http://nationaltrust.org.au,Cnr Helen/Furneaux Sts,COOKTOWN,4895,(07) 4069 5386,-15.468392,145.250418
Jandowae Community & Cultural Centre,Entertainment,http://www.wdrc.qld.gov.au,22 George Street,JANDOWAE,4410,(07) 4679 4000,-26.781522,151.110435
Jandowae Show Society Annual Agricultural Show,Festivals and Shows,http://www.show.jandowae.com,Warra St,JANDOWAE,4410,(07) 4668 5880,-26.77521,151.100704
Jandowae Swimming Pool,Sport and Recreation,http://www.wdrc.qld.gov.au,High St,JANDOWAE,4410,(07) 4668 5264,-26.781283,151.109417
Jericho Town Hall,Sport and Recreation,http://www.barcaldinerc.qld.gov.au,Pasteur Street,JERICHO,4728,(07) 4651 5600,-23.603115,146.121008
Jetstar Gold Coast Titans,Sport and Recreation,http://www.skilledpark.com.au,Skilled Park Centre Line Pl,ROBINA,4226,(07) 5656 5500,-28.069872,153.378803
Jindalee Swimming Pool,Health and Fitness,(blank),11 Yallambee Rd,JINDALEE,4074,(07) 3376 1002,-27.532145,152.942878
Johnstone Shire Hall - Council Events,Sport and Recreation,http://www.cassowarycoast.qld.gov.au,70 Rankin Street,INNISFAIL,4860,(07) 4030 2250,-17.523019,146.030153
Jondaryan Woolshed,Tourist Attraction,http://www.jondaryanwoolshed.com,264 Jondaryan-Evanslea Rd,JONDARYAN,4403,(07) 4692 2229,-27.392291,151.572637
Judith Wright Centre of Contemporary Arts,Theatre and Arts,http://www.judithwrightcentre.com.au,420 Brunswick St,FORTITUDE VALLEY,4006,(07) 3872 9000,-27.459482,153.036949
Jungle Tours & Trekking,Tourist Attraction,http://www.jungletours.com.au,278 Hartley Street,CAIRNS,4870,(07) 4041 9440,-16.942827,145.756082
Jute Theatre Company,Theatre and Arts,http://www.jute.com.au,96 Abbott St,CAIRNS,4870,(07) 4050 9444,-16.918153,145.774665
Kandanga Swimming Pool,Health and Fitness,http://gympieswimmingpools.com.au,Lot 3 Main St,KANDANGA,4570,(07) 5484 3770,-26.387671,152.675992
Kangaroo Bus Lines,Transport,http://www.kangaroobuslines.com.au,382 Morayfield Rd,MORAYFIELD,4506,1300 287 525,-27.121483,152.955106
Kawana Waters Aquatic Centre,Health and Fitness,(blank),320 Nicklin Way Kawana Waters,BUDDINA,4575,(07) 5493 7788,-26.734883,153.126999
Kickarts Contemporary Arts,Theatre and Arts,http://www.kickarts.org.au,96 Abbott Street,CAIRNS,4870,(07) 4050 9494,-16.918153,145.774665
Kickstart Martial Arts and Yoga,Health and Fitness,http://www.kickstartmartialartsandyoga.com.au,Healy St,SOUTH TOOWOOMBA,4350,0488 609 966,-27.576826,151.947309
Kilcoy Aquatic Centre,Health and Fitness,http://www.kilcoyaquaticcentre.com,Cnr Hope/Mary Sts,KILCOY,4515,(07) 5497 1453,-26.946984,152.565642
Kilcoy Recreation & Sports Centre,Health and Fitness,(blank),cnr Hope/Mary Sts,KILCOY,4515,(07) 5497 2444,-26.946984,152.565642
Killarney NYE Rodeo,Festivals and Shows,(blank),Willow St,KILLARNEY ,4373,(07) 4664 1218,-28.344411,152.288464
Killarney Rodeo Fun Day,Festivals and Shows,(blank),Willow St,KILLARNEY,4373,(07) 4664 1218,-28.344411,152.288464
Killarney Show,Festivals and Shows,(blank),Willow St,KILLARNEY,4373,(07) 4664 1218,-28.344411,152.288464
Kingaroy Show,Festivals and Shows,(blank),31 Youngman St,KINGAROY,4610,(07) 4162 5800,-26.547819,151.829685
Kingpin Bowling Townsville,Sport and Recreation,http://www.kingpinbowling.com.au,16 High Range Dr,THURINGOWA CENTRAL,4817,13 26 95,-19.320232,146.725662
Kookaburra River Queens (Cruise only),Tourist Attraction,http://www.kookaburrariverqueens.com,Eagle Street Pier,BRISBANE,4000,(07) 3221 1300,-27.467318,153.029516
Kuranda Koala Gardens,Tourist Attraction,http://www.koalagardens.com,Rob Veivers Dr,KURANDA,4881,(07) 4093 9953,-16.821178,145.632628
Kuranda Scenic Railway,Tourist Attraction,http://www.ksr.com.au,Kuranda Scenic Railway,QUEENSLAND,4870,(07) 4036 9333,-17.041376,145.660078
La Boite Theatre,Theatre and Arts,http://www.laboite.com.au,6 Musk Ave,KELVIN GROVE,4059,(07) 3007 8600,-27.454993,153.014111
La Luna Youth Arts Assoc Inc,Theatre and Arts,http://www.lalunanq.com,"Riverway Arts Centre, 20 Village Blvd",THURINGOWA,4817,(07) 4773 6377,-19.319486,146.727918
Laidley Bus Company,Transport,(blank),115 Edward St,LAIDLEY,4341,(07) 5465 1797,-27.634779,152.387944
Laidley Swim Centre,Health and Fitness,(blank),44 John St N,LAIDLEY,4341,(07) 5465 1507,-27.63253,152.392626
Lake Kawana Community Centre,Theatre and Arts,http://www.scvenuesandevents.com.au,114 Sportmans Pde,BOKARINA,4575,(07) 5413 1400,-26.740607,153.124859
Lawnton Aquatic Centre,Health and Fitness,http://www.lawntonac.com.au,cnr Gympie/Lawnton Pocket Rds,LAWNTON,4501,(07) 3285 1770,-27.283206,152.98315
Lifestyle Health Club Browns Plains,Health and Fitness,http://www.lifestylehealthclubs.com.au,1-5 Rooney Street,BROWNS PLAINS,4118,(07) 3299 1988,-27.658767,153.062868
Lifestyle Health Club Cornubia,Health and Fitness,http://www.lifestylehealthclubs.com.au,146 Bryants Rd,SHAILER PARK,4128,(07) 3806 4788,-27.665048,153.188363
Lifestyle Health Club Logan Central,Health and Fitness,http://www.lifestylehealthclubs.com.au,440 Kingston Road,LOGAN CENTRAL,4114,(07) 3299 1988,-27.646231,153.117947
Lifestyle Health Club Raceview,Health and Fitness,http://www.lifestylehealthclubs.com.au,13 Wildet Street,RACEVIEW,4305,(07) 3281 6779,-27.619318,152.755941
Lifestyle Health Club Redbank Plains,Health and Fitness,http://www.redbankplainsgym.com.au,344 Redbank Plains Road,BELLBIRD PARK,4301,(07) 3814 4455,-27.643948,152.872645
Lifestyle Health Club Springwood,Health and Fitness,http://www.lifestylehealthclubs.com.au,17 Dennis Road,SPRINGWOOD,4127,(07) 3208 7439,-27.620876,153.129336
Lockyer Valley Sports & Aquatic Centre,Health and Fitness,(blank),136 Spencer St,GATTON,4343,(07) 5462 5103,-27.560014,152.282124
Logan City Bus Service,Transport,(blank),42 Jutland St,LOGANLEA,4131,(07) 3200 9606,-27.666955,153.126257
Logan City Council,Council,http://www.logan.qld.gov.au,150 Wembley Rd,LOGAN CENTRAL,4114,(07) 3412 5172,-27.643582,153.104079
Logan Entertainment Centre,Sport and Recreation,http://www.loganentertainmentcentre.com.au,170 Wembley Rd,LOGAN CENTRAL,4114,(07) 3412 4770,-27.643382,153.102678
Logan Metro Indoor Sports Centre,Health and Fitness,http://www.insportslogan.com.au,357 Browns Plains Rd,CRESTMEAD,4132,(07) 3089 5500,-27.684326,153.079719
Lone Pine Koala Sanctuary,Tourist Attraction,http://www.koala.net,Jesmond Rd,FIG TREE POCKET,4069,(07) 3378 1366,-27.516243,152.96278
Longreach Aquatic Centre - Brian Shorter Swim Scho,Health and Fitness,(blank),81 Eagle St,LONGREACH,4730,(07) 4658 1745,-23.440329,144.250541
Longreach Civic Centre (Council event only),Sport and Recreation,http://www.longreach.qld.gov.au,96A Eagle St,LONGREACH,4730,(07) 4658 4111,-23.446578,144.244246
Longreach Powerhouse Museum,Tourist Attraction,http://www.longreach.qld.gov.au,12 Swan Street,LONGREACH,4730,(07) 4658 3933,-23.44031,144.245323
Longreach Regional Council,Council,http://www.longreach.qld.gov.au,96A Eagle St,LONGREACH,4730,(07) 4658 4111,-23.446578,144.244246
Longreach Show,Festivals and Shows,http://www.longreachannualshow.com,"Longreach Showgrounds, Kite St",LONGREACH,4730,0437 581 782,-23.707649,143.30422
Longreach Showgrounds (Council event only),Sport and Recreation,http://www.longreach.qld.gov.au,Sandpiper Street,LONGREACH,4730,(07) 4658 4111,-23.437071,144.246984
Lowood Show Society Inc,Festivals and Shows,(blank),Station St,LOWOOD,4311,(07) 5426 1351,-27.462813,152.582277
Mackay Choral Society,Theatre and Arts,http://www.mackaychoralsociety.org.au,Snow Wright Court,MACKAY,4740,0457 360 160,-21.108598,149.170895
Mackay Entertainment and Convention Centre,Sport and Recreation,http://www.mackayecc.com.au,"Civic Centre Precinct, Gordon St",MACKAY,4740,(07) 4961 9700,-21.163577,149.113652
Mackay Regional Council,Council,http://www.mackay.qld.gov.au,Gordon St,MACKAY,4740,(07) 4961 9330,-21.142824,149.178261
Mackay Show Association,Festivals and Shows,(blank),24 Milton St,MACKAY,4740,(07) 4957 3916,-21.144252,149.176442
Mackay Transit Coaches,Transport,http://www.mackaytransit.com.au,U 12  20 Titanium Dr,MACKAY,4740,(07) 4957 3330,-21.172706,149.166621
Magnetic Island Sunbus,Transport,http://www.magneticislandbusservice.com.au,44 Mandalay Avenue,NELLY BAY,4819,(07) 4778 5130,-19.153248,146.848965
Magnetic Island's Best Bus Tours,Tourist Attraction,http://www.magneticislandtours.net.au/,Nelly Bay Ferry Terminal - see website for more details,NELLY BAY,4819,0435 580 292,-19.138155,146.833934
Maleny Agricultural Show,Festivals and Shows,http://www.malenyshowsociety.org.au ,Stanley River Rd,MALENY,4552,(07) 5494 2008,-26.736426,152.757587
Maleny Botanic Gardens & Bird World,Tourist Attraction,http://www.malenybotanicgardens.com.au,233 Maleny-Stanley River Rd cnr Mountain View Rd,MALENY,4552,(07) 5408 4110,-26.778985,152.836288
Mamu Tropical Skywalk,Tourist Attraction,http://www.mamutropicalskywalk.com.au,Palmerston Hwy,INNISFAIL,4860,(07) 4064 5294,-17.613682,145.806267
Maritime Museum of Townsville,Tourist Attraction,http://www.tmml.org.au/,42-68 Palmer St,SOUTH TOWNSVILLE,4810,(07) 4721 5251,-19.259287,146.823538
Marlborough Public Swimming Pool,Health and Fitness,http://www.rockhamptonregion.qld.gov.au,Railway Pd,MARLBOROUGH,4700,(07) 4935 6306,-22.813099,149.888915
Marlin Coast Recreation Centre,Health and Fitness,(blank),1 Leisure Park Rd,SMITHFIELD,4878,(07) 4057 7507,-16.815007,145.696836
Marlin Coast Sunbus,Transport,http://www.sunbus.com.au/,7 Macpeak Crescent,SMITHFIELD,4878,(07) 4057 7411,-16.82424,145.704219
Mary Valley Annual Show,Festivals and Shows,http://www.maryvalleyshow.com.au,14 Edward St,IMBIL,4570,(07) 5484 5178,-26.461403,152.678697
Maryborough Aquatic Centre,Sport and Recreation,http://www.frasercoast.qld.gov.au,Cnr Kent & John St,MARYBOROUGH,4650,(07) 4121 5185,-25.536148,152.700127
Maryborough Speedway,Sport and Recreation,http://www.maryboroughspeedway.com.au,300 Gympie Rd,MARYBOROUGH,4650,(07) 4121 5677,-25.564084,152.665513
Memorial Swim Centre,Health and Fitness,http://www.mackay.qld.gov.au,Milton St,MACKAY,4740,(07) 4961 9533,-21.144252,149.176442
Miles Community Hall,Entertainment,http://www.wdrc.qld.gov.au,Cnr Dawson & Murilla Streets,MILES,4415,(07) 4679 4000,-26.659553,150.18683
Miles Swimming Pool,Sport and Recreation,http://www.wdrc.qld.gov.au,Marian St,MILES,4415,(07) 4627 1503,-26.657233,150.180966
Millmerran Aquatic Centre,Health and Fitness,http://www.tr.qld.gov.au/facilities-recreation,Commens St,MILLMERRAN,4357,(07) 4695 1259,-27.877069,151.259946
Millmerran Indoor Sports Centre,Health and Fitness,(blank),40-48 Commens St,MILLMERRAN,4357,(07) 4695 1036,-27.880554,151.263867
Millmerran Show,Festivals and Shows,http://www.millmerran.net.au/showsociety.html,171 Millmerran-Cecil Plains Rd,MILLMERRAN,4357,(07) 4695 4151,-27.861202,151.275476
Milne Bay Aquatic Centre,Sport and Recreation,http://www.toowoombarc.qld.gov.au,Cnr Herries/Victoria Streets,TOOWOOMBA,4350,13 18 72,-27.564567,151.950466
Mirani Museum,Tourist Attraction,http://www.mackay.qld.gov.au,Victoria St,MIRANI,4754,(07) 4961 9230,-21.159017,148.860738
Mirani Swim Centre,Health and Fitness,http://www.mackay.qld.gov.au,6 Caroline St,MIRANI,4754,(07) 4959 1239,-21.16104,148.866061
Mon Repos Turtle Centre,Tourist Attraction,http://www.npsp.qld.gov.au,Grange Rd,BUNDABERG,4670,1300 130 372,-24.814677,152.41665
Moncrieff Entertainment Centre,Theatre and Arts,http://www.bundaberg.qld.gov.au,177 Bourbong St,BUNDABERG,4670,(07) 4130 4100,-24.866154,152.347288
Monto & District Show Society,Festivals and Shows,(blank),Monto Showgrounds,MONTO,4630,(07) 4166 1295,-24.855375,151.08437
Morayfield Park Leisure Centre,Health and Fitness,http://www.moretonbay.qld.gov.au,Morayfield Rd,MORAYFIELD,4510,(07) 5498 6211,-27.114676,152.953027
Moreton Bay Regional Council,Council,http://www.moretonbay.qld.gov.au,PO Box 159,CABOOLTURE,4510,(07) 3283 0277,-27.083713,152.951349
Mossman & District Show,Festivals and Shows,(blank),"Coronation Park, Jack St",MOSSMAN,4873,(07) 4098 1477,-16.270996,145.291291
Mount Isa Agricultural Show,Festivals and Shows,(blank),Buchanan Park,MOUNT ISA,4825,(07) 4749 1577,-20.005911,137.386942
Mount Morgan Swimming Pool,Health and Fitness,http://www.rockhamptonregion.qld.gov.au,"Boyd Park, Thompson Ave",MOUNT MORGAN,4700,(07) 4938 1500,-23.720857,150.394721
Moura Swimming Pool,Health and Fitness,http://www.banana.qld.gov.au,Cnr Davey/Burnham Sts,MOURA,4718,(07) 4997 1680,-24.576188,149.971437
Mt Etna Caves - Bat Cleft Tours,Tourist Attraction,http://www.npsr.qld.gov.au,61 Yeppoon Rd,PARKHURST,4710,(07) 4936 0511,-23.309445,150.520683
Mt Gravatt Annual Show,Festivals and Shows,(blank),1644 Logan Rd,MT GRAVATT,4122,(07) 3349 1801,-27.543775,153.082703
Mt Gravatt Bus Lines,Transport,http://www.mtgcoach.com.au,Rochedale,ROCHEDALE SOUTH,4123,(07) 3841 3722,-27.6057,153.119702
Mt Gravatt East Pool (Sam Riley Swim Schools),Health and Fitness,http://www.samrileyswimschools.com,cnr Wecker/Newnham Rds,MT GRAVATT EAST,4122,1300 726 745,-27.534162,153.095138
Mt Isa Underground Hospital & Museum,Tourist Attraction,(blank),Joan St,MT ISA,4825,(07) 4749 0281,-20.731357,139.495922
Mt Nebo Hall,Sport and Recreation,http://www.mtnebo.org.au,View Street,MT NEBO,4520,0409 720 410,-27.396946,152.784739
Mudgeeraba Aquatic Centre,Health and Fitness,http://www.mudgeerabaaquaticcentre.com.au,80 Robert St,MUDGEERABA,4213,(07) 5530 5288,-28.074773,153.362919
Mundubbera Annual Show,Festivals and Shows,(blank),17 Bunce St,MUNDUBBERA,4626,(07) 4165 4361,-25.585102,151.298536
Murgon Agricultural Show,Festivals and Shows,(blank),42 Macalister St,MURGON,4605,(07) 4168 1427,-26.24568,151.940118
Murrumba Downs Community Pool,Health and Fitness,(blank),cnr Dohles Rocks/Ogg Rds,MURRUMBA DOWNS,4503,(07) 3886 5433,-27.264849,153.006443
Museum of Tropical Queensland,Tourist Attraction,http://www.mtq.qm.qld.gov.au,70-102 Flinders St,TOWNSVILLE,4810,(07) 4726 0600,-19.257468,146.82221
Musica Viva Australia QPAC/Conservatorium Theatre,Theatre and Arts,http://www.musicaviva.com.au,Cnr Grey/Melbourne Sts,SOUTH BRISBANE,4101,1800 688 482,-27.473978,153.018398
Muttaburra Aquatic Centre,Health and Fitness,http://www.barcaldinerc.qld.gov.au,Devon Street,MUTTABURRA,4732,(07) 4651 5600,-22.597471,144.543538
Muttaburra RSL Hall,Sport and Recreation,http://www.barcaldinerc.qld.gov.au,Bruford Street,MUTTABURRA,4732,(07) 4651 5600,-22.592436,144.545172
My Fitness Club Noosaville,Health and Fitness,http://www.myfitnessclub.com.au,1 Gateway Drive,NOOSAVILLE,4566,(07) 5474 4900,-26.411459,153.040561
My Fitness Club Sippy Downs,Health and Fitness,http://www.myfitnessclub.com.au,Chancellor Village Blvd,SIPPY DOWNS,4556,(07) 5476 5433,-26.720403,153.047702
Mystery Craters,Tourist Attraction,(blank),15 Lines Rd,SOUTH KOLAN,4670,(07) 4157 7291,-24.94185,152.141428
Nambour Aquatic Centre,Health and Fitness,http://www.swimfit.com.au,Petrie Park Rd,NAMBOUR,4560,(07) 5476 0455,-26.621339,152.958305
Nambour Civic Centre,Theatre and Arts,http://www.mve.org.au,Centenary Square Currie St,NAMBOUR,4560,(07) 5475 7777,-26.628257,152.958735
NARPACA,Theatre and Arts,http://www.narpaca.com.au,Various venues,QUEENSLAND,4551,(07) 5438 0013,-26.801553,153.08556
National Premier League Queensland,Sport and Recreation,http://footballqueensland.com.au/,Various venues,QUEENSLAND,4111,(07) 3290 4351,-27.548683,153.053194
Nerang Cineplex - Conditions apply see website,Cinema,http://www.cineplex.com.au,52 Price St,NERANG,4211,(07) 5502 0222,-27.992004,153.335538
Netball Queensland Inc,Sport and Recreation,http://www.netballq.org.au,Beaudesert Rd,MOOROOKA,4105,(07) 3848 6330,-27.546259,153.019316
Nikon SuperGP,Sport and Recreation,http://www.supergp.com,5/64 Marine Parade,SOUTHPORT,4215,(07) 5588 6800,-27.965141,153.414768
Noosa 4 WD Safaris,Sport and Recreation,http://www.noosasafaris.com.au,26 Livistona Dr,NOOSA,4562,(07) 5471 1695,-26.42372,153.013209
Noosa Aquatic Centre,Health and Fitness,http://www.sunshinecoast.qld.gov.au,6 Girraween Court,SUNSHINE BEACH,4567,(07) 5448 0288,-26.407144,153.098034
Noosa Country Show,Festivals and Shows,http://www.noosashowsociety.org.au,"Pomona Showgrounds, Exhibition St",POMONA,4568,(07) 5485 2331,-26.367934,152.849717
Noosa Ferry - Sunset Cruise,Tourist Attraction,http://www.noosaferry.com,Noosa River,NOOSA,4566,(07) 5449 8442,-26.423287,153.060948
Noosa Ferry Service,Transport,http://www.noosaferry.com,Noosa River,NOOSA,4566,(07) 5449 8442,-26.423287,153.060948
Noosa Girls Fitness,Health and Fitness,http://www.noosagirlsfitness.com.au,Noosa Fair Shopping Centre,NOOSA HEADS,4567,(07) 5447 3573,-26.404834,153.082779
Noosa Leisure Centre,Sport and Recreation,http://www.sunshinecoast.qld.gov.au,54 Eumundi Noosa Rd,NOOSAVILLE,4566,(07) 5447 1177,-26.401411,153.049228
Noosa River and Canal Cruises (Midday and Sunset),Tourist Attraction,http://www.noosariverandcanalcruises.com.au,186 Gympie Tce,NOOSAVILLE,4566,0414 727 765,-26.397717,153.060932
Normanton Sports Complex,Health and Fitness,http://www.carpentaria.qld.gov.au,Cnr Landsborough/Philp St,NORMANTON,4890,(07) 4745 2228,-17.675769,141.072113
North Lakes Aquatic Centre,Health and Fitness,http://www.northlakesac.com.au,5 The Corso,NORTH LAKES,4509,(07) 3886 2022,-27.239923,153.017971
North Stradbroke Island Bus Service,Transport,(blank),92-94 East Coast Road,DUNWICH,4183,(07) 3145 2417,-27.425273,153.519911
Northern Beaches Leisure Centre,Sport and Recreation,http://www.townsville.qld.gov.au,Erskine Pl,BURDELL,4818,(07) 4727 9000,-19.253286,146.703792
Norville Park Swimming Pool,Health and Fitness,http://www.bundaberg.qld.gov.au,148 Enterprise St,NORVILLE,4670,(07) 4151 4171,-24.890098,152.336885
NRMA Insurance Broncos (see website for details),Sport and Recreation,http://www.broncos.com.au/tickets/companion_cards,Castlemaine Street,MILTON,4064,13 28 49,-27.466377,153.007483
Oakey Aquatic Centre,Health and Fitness,(blank),56 Campbell St,OAKEY,4401,(07) 4691 1038,-27.43618,151.722161
Oktoberfest Brisbane,Festivals and Shows,http://www.oktoberfestbrisbane.com.au,RNA Showgrounds - Gregory Tce,FORTITUDE VALLEY,4006,0403 583 420,-27.452608,153.029072
Old Town Hall,Sport and Recreation,http://www.mackay.qld.gov.au,63 Sydney St,MACKAY,4740,(07) 4951 4803,-21.142436,149.187364
OMG Fitness,Health and Fitness,http://omgfitnessgroup.com.au,Orion Town Centre,SPRINGFIELD,4300,(07) 3470 0775,-27.645141,152.914619
Opera Queensland (Statewide),Theatre and Arts,http://www.operaqueensland.com.au,140 Grey St,SOUTH BRISBANE,4101,(07) 3735 3056,-27.476536,153.020177
Orienteering Queensland,Sport and Recreation,http://www.oq.asn.au,See website for club details,STATEWIDE,4000,(07) 4683 6374,-27.46598,153.02394
Outer Barcoo Interpretation Centre,Tourist Attraction,http://www.longreach.qld.gov.au,St Mary Street,ISISFORD,4731,(07) 4658 8411,-24.257298,144.43476
OzBall,Sport and Recreation,http://www.ozball.com.au,232 Old Pacific Hwy,PIMPANA,4209,(07) 5547 6300,-27.832139,153.303204
Palace Barracks Cinema,Cinema,http://www.palacecinemas.com.au,61 Petrie Terrace,BRISBANE,4000,(07) 3367 1482,-27.465481,153.012439
Palace Centro Cinema,Cinema,http://www.palacecinemas.com.au,39 James Street,FORTITUDE VALLEY,4006,(07) 3852 4488,-27.457161,153.03975
Palm Beach Aquatic Centre,Health and Fitness,http://www.palmbeachac.com.au,1 Thrower Dr,PALM BEACH,4221,(07) 5534 4188,-28.131487,153.474073
Palmwoods Pool,Health and Fitness,http://www.sunshinecoast.qld.gov.au,Montville Rd,PALMWOODS,4555,(07) 5445 0110,-26.69349,152.949163
Paradise Country,Tourist Attraction,http://www.themeparks.com.au,Entertainment Drive,OXENFORD,4210,13 33 86,-27.912197,153.311924
Park Ridge Transit,Transport,http://www.busqld.com.au,3830 Mount Lindesay Hwy,PARK RIDGE,4125,(07) 3802 1233,-27.705808,153.039413
Paronella Park,Tourist Attraction,http://www.paronellapark.com.au,Japoonvale Rd,MENA CREEK,4871,(07) 4065 0000,-17.680041,145.962821
PCYC Ashmore,Health and Fitness,http://www.pcyc.org.au,Cnr Community/Dominions Rds,ASHMORE,4214,(07) 5539 5774,-27.982807,153.384172
PCYC Bayside,Health and Fitness,http://www.pcyc.org.au,cnr Alexander/McDonald Sts,LOTA,4179,(07) 3396 5017,-27.466924,153.189661
PCYC Beenleigh,Health and Fitness,http://www.pcyc.org.au,20-38 Alamein St,BEENLEIGH,4207,(07) 3380 1777,-27.711798,153.205534
PCYC Biloela,Health and Fitness,http://www.pcyc.org.au,Valentine Plains Rd,BILOELA,4715,(07) 4992 3186,-24.408987,150.5204
PCYC Blackwater,Health and Fitness,http://www.pcyc.org.au,Yeates Ave,BLACKWATER,4717,(07) 4982 5228,-23.569619,148.884991
PCYC Bowen Activity Centre,Health and Fitness,http://www.pcyc.org.au,65 William St,BOWEN,4805,(07) 4786 6149,-20.016372,148.242365
PCYC Bundaberg,Health and Fitness,http://www.pcyc.org.au,37D Maryborough Street,BUNDABERG,4670,(07) 4154 2813,-24.865872,152.345821
PCYC Caboolture,Health and Fitness,http://www.pcyc.org.au,2 Toovey Street,CABOOLTURE,4510,(07) 5495 7143,-27.06953,152.959116
PCYC Cairns,Health and Fitness,http://www.pcyc.org.au,91-97 McNamara Street,MANUNDA,4870,(07) 4053 1532,-16.905196,145.748202
PCYC Carindale,Health and Fitness,http://www.pcyc.org.au,27 Narracott Street,CARINDALE,4152,(07) 3324 9652,-27.497025,153.099869
PCYC Castle Hill,Health and Fitness,http://www.pcyc.org.au,4 Hugh St,BELGIAN GARDENS,4814,(07) 4772 3883,-19.265177,146.783797
PCYC Charters Towers,Health and Fitness,http://www.pcyc.org.au,Enterprise Road,CHARTERS TOWERS,4820,(07) 4787 3231,-20.07502,146.270768
PCYC Cloncurry,Health and Fitness,http://www.pcyc.org.au,120 King Street,CLONCURRY,4824,(07) 4742 1523,-20.702082,140.509372
PCYC Crestmead,Health and Fitness,http://www.pcyc.org.au,Crestmead Park - Gimlet Street,CRESTMEAD,4132,(07) 3805 1423,-27.689263,153.092018
PCYC Dalby,Health and Fitness,http://www.pcyc.org.au,Cooper Street,DALBY,4405,(07) 4662 4677,-27.167773,151.256638
PCYC Deception Bay,Health and Fitness,http://www.pcyc.org.au,100 Maine Terrace,DECEPTION BAY,4508,(07) 3293 0166,-27.192997,153.026769
PCYC Emerald,Health and Fitness,http://www.pcyc.org.au,114 Borilla Street,EMERALD,4720,(07) 4987 7475,-23.518644,148.165687
PCYC Fortitude Valley,Health and Fitness,http://www.pcyc.org.au,458 Wickham Street,FORTITUDE VALLEY,4006,(07) 3252 3365,-27.453543,153.03713
PCYC Gladstone,Health and Fitness,http://www.pcyc.org.au,53 Yarroon Street,GLADSTONE,4680,(07) 4972 3122,-23.843763,151.249534
PCYC Gold Coast,Health and Fitness,http://www.pcyc.org.au,180 Monaco St,BROADBEACH WATERS,4218,(07) 5538 5201,-28.021674,153.409145
PCYC Goondiwindi,Health and Fitness,http://www.pcyc.org.au,1 Russell Street,GOONDIWINDI,4390,(07) 4671 5677,-28.535374,150.294727
PCYC Hervey Bay,Health and Fitness,http://www.pcyc.org.au,O'Rourke Street,PIALBA,4655,(07) 4124 5211,-25.286421,152.834367
PCYC Hills District,Health and Fitness,http://www.pcyc.org.au,135A Olearia Street West,EVERTON HILLS,4053,(07) 3855 1980,-27.395451,152.963134
PCYC Inala,Health and Fitness,http://www.pcyc.org.au,37 Swallow Street,INALA,4077,(07) 3372 2222,-27.60115,152.977858
PCYC Innisfail,Health and Fitness,http://www.pcyc.org.au,2 Palmerston Drive,INNISFAIL,4860,(07) 4061 3442,-17.524051,146.010926
PCYC Ipswich,Health and Fitness,http://www.pcyc.org.au,1c Griffith Road,EASTERN HEIGHTS,4305,(07) 3281 2547,-27.623101,152.769989
PCYC Lang Park,Health and Fitness,http://www.pcyc.org.au,Castlemaine Street,MILTON,4064,(07) 3369 2647,-27.466377,153.007483
PCYC Logan City,Health and Fitness,http://www.pcyc.org.au,Lot 7 Jacaranda Avenue,WOODRIDGE,4114,(07) 3442 1700,-27.653775,153.110078
PCYC Mackay,Health and Fitness,http://www.pcyc.org.au,Via Norris Road,NORTH MACKAY,4740,(07) 4942 3296,-21.121191,149.167446
PCYC Mareeba,Health and Fitness,http://www.pcyc.org.au,136 Walsh Street,MAREEBA,4883,(07) 4092 4231,-16.991761,145.423082
PCYC Mornington Island,Health and Fitness,http://www.pcyc.org.au,Lardil Street,GUNUNA,4871,(07) 4745 7033,-18.472469,143.310424
PCYC Mt Gravatt,Health and Fitness,http://www.pcyc.org.au,90 Klumpp Road,MT GRAVATT,4122,(07) 3420 4655,-27.551956,153.069335
PCYC Mt Isa,Health and Fitness,http://www.pcyc.org.au,67 Isa Street,MT ISA,4825,(07) 4743 0400,-20.728292,139.486401
PCYC Nerang,Health and Fitness,http://www.pcyc.org.au,Cayuga Street,NERANG,4211,(07) 5578 2227,-28.008367,153.337512
PCYC Palm Island,Health and Fitness,http://www.pcyc.org.au,Mango Avenue,PALM ISLAND,4816,(07) 4770 1793,-18.7328,146.578674
PCYC Pine Rivers,Health and Fitness,http://www.pcyc.org.au,Les Hughes Sports Complex - Francis Rd,BRAY PARK,4500,(07) 3205 3367,-27.28326,152.950955
PCYC Redcliffe,Health and Fitness,http://www.pcyc.org.au,Klinger Rd,KIPPA RING,4020,(07) 3385 1900,-27.215953,153.107757
